id,name,numberofquestion,createdAt,updatedAt,nameEx,threshold,IDrank,showsubject,timeFinish,id,IDSubject,code,createdAt,updatedAt,id,IDTest,IDQuestion,createdAt,updatedAt,numberquestion,IDsubject,order
3,"Nghiệp vụ vận tải",10,NULL,"2025-01-09 22:37:54",NVVT,5,1,1,6,279,3,DeSo-9,"2025-01-09 22:37:54","2025-01-09 22:37:54",3506,279,781,"2025-01-09 22:37:54","2025-01-09 22:37:54",6,3,NULL
3,"Nghiệp vụ vận tải",10,NULL,"2025-01-09 22:37:54",NVVT,5,1,1,6,279,3,DeSo-9,"2025-01-09 22:37:54","2025-01-09 22:37:54",3505,279,780,"2025-01-09 22:37:54","2025-01-09 22:37:54",5,3,NULL
3,"Nghiệp vụ vận tải",10,NULL,"2025-01-09 22:37:54",NVVT,5,1,1,6,279,3,DeSo-9,"2025-01-09 22:37:54","2025-01-09 22:37:54",3504,279,779,"2025-01-09 22:37:54","2025-01-09 22:37:54",4,3,NULL
3,"Nghiệp vụ vận tải",10,NULL,"2025-01-09 22:37:54",NVVT,5,1,1,6,279,3,DeSo-9,"2025-01-09 22:37:54","2025-01-09 22:37:54",3503,279,778,"2025-01-09 22:37:54","2025-01-09 22:37:54",3,3,NULL
3,"Nghiệp vụ vận tải",10,NULL,"2025-01-09 22:37:54",NVVT,5,1,1,6,279,3,DeSo-9,"2025-01-09 22:37:54","2025-01-09 22:37:54",3502,279,777,"2025-01-09 22:37:54","2025-01-09 22:37:54",2,3,NULL
3,"Nghiệp vụ vận tải",10,NULL,"2025-01-09 22:37:54",NVVT,5,1,1,6,279,3,DeSo-9,"2025-01-09 22:37:54","2025-01-09 22:37:54",3501,279,776,"2025-01-09 22:37:54","2025-01-09 22:37:54",1,3,NULL
3,"Nghiệp vụ vận tải",10,NULL,"2025-01-09 22:37:54",NVVT,5,1,1,6,280,3,DeSo-10,"2025-01-09 22:37:54","2025-01-09 22:37:54",3520,280,794,"2025-01-09 22:37:54","2025-01-09 22:37:54",10,3,NULL
3,"Nghiệp vụ vận tải",10,NULL,"2025-01-09 22:37:54",NVVT,5,1,1,6,280,3,DeSo-10,"2025-01-09 22:37:54","2025-01-09 22:37:54",3519,280,772,"2025-01-09 22:37:54","2025-01-09 22:37:54",9,3,NULL
3,"Nghiệp vụ vận tải",10,NULL,"2025-01-09 22:37:54",NVVT,5,1,1,6,280,3,DeSo-10,"2025-01-09 22:37:54","2025-01-09 22:37:54",3518,280,771,"2025-01-09 22:37:54","2025-01-09 22:37:54",8,3,NULL
3,"Nghiệp vụ vận tải",10,NULL,"2025-01-09 22:37:54",NVVT,5,1,1,6,280,3,DeSo-10,"2025-01-09 22:37:54","2025-01-09 22:37:54",3517,280,770,"2025-01-09 22:37:54","2025-01-09 22:37:54",7,3,NULL
3,"Nghiệp vụ vận tải",10,NULL,"2025-01-09 22:37:54",NVVT,5,1,1,6,280,3,DeSo-10,"2025-01-09 22:37:54","2025-01-09 22:37:54",3516,280,769,"2025-01-09 22:37:54","2025-01-09 22:37:54",6,3,NULL
3,"Nghiệp vụ vận tải",10,NULL,"2025-01-09 22:37:54",NVVT,5,1,1,6,280,3,DeSo-10,"2025-01-09 22:37:54","2025-01-09 22:37:54",3515,280,768,"2025-01-09 22:37:54","2025-01-09 22:37:54",5,3,NULL
3,"Nghiệp vụ vận tải",10,NULL,"2025-01-09 22:37:54",NVVT,5,1,1,6,280,3,DeSo-10,"2025-01-09 22:37:54","2025-01-09 22:37:54",3514,280,767,"2025-01-09 22:37:54","2025-01-09 22:37:54",4,3,NULL
3,"Nghiệp vụ vận tải",10,NULL,"2025-01-09 22:37:54",NVVT,5,1,1,6,280,3,DeSo-10,"2025-01-09 22:37:54","2025-01-09 22:37:54",3513,280,787,"2025-01-09 22:37:54","2025-01-09 22:37:54",3,3,NULL
3,"Nghiệp vụ vận tải",10,NULL,"2025-01-09 22:37:54",NVVT,5,1,1,6,280,3,DeSo-10,"2025-01-09 22:37:54","2025-01-09 22:37:54",3512,280,786,"2025-01-09 22:37:54","2025-01-09 22:37:54",2,3,NULL
3,"Nghiệp vụ vận tải",10,NULL,"2025-01-09 22:37:54",NVVT,5,1,1,6,280,3,DeSo-10,"2025-01-09 22:37:54","2025-01-09 22:37:54",3511,280,785,"2025-01-09 22:37:54","2025-01-09 22:37:54",1,3,NULL
